year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
4th Year,d202e03da0a1,explain the purpose of the s boxes in des,Explain the purpose of the S-boxes in DES?,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,1980
4th Year,60db15ca6088,explain the quality planning process,Explain the Quality Planning Process.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3996
4th Year,4f8e2194ae67,explain the responsibility for progress of quality systems,Explain the responsibility for progress of quality systems.,[P.T.O.],4th-year.pdf,1,5717
4th Year,0e2d85fd3c3b,explain the role of procedure and role of auditing,Explain the role of procedure and role of auditing.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5688
4th Year,7d3a64b44c6f,explain the side effects and fringe benefits of ip masquerading,Explain the side effects and fringe benefits of IP Masquerading.,SYSTEM ADMINISTRATION,4th-year.pdf,1,6560
4th Year,88711fc59d82,explain the significance of quantization error,Explain the significance of quantization error?,5X4 20,4th-year.pdf,1,3794
4th Year,951ee446b0e0,explain the steps in knowledge discovery explain the data pre processing techniques in detail,Explain the steps in Knowledge discovery. Explain the data pre-processing techniques in detail.,TID,4th-year.pdf,1,4487
4th Year,1793659ebe41,explain the steps of checking the arp tables,Explain the steps of checking the ARP tables.,B.TECH.(CS/IT) (SEMESTER-VII),4th-year.pdf,1,6702
4th Year,6bfe3f638e55,explain the sugeno fuzzy inference model with a suitable example,Explain the Sugeno Fuzzy Inference Model with a suitable example.,[P.T.O.],4th-year.pdf,1,6181
4th Year,a9f579f20d30,explain the temporal locality spatial locality and sequential locality associated with,"Explain the temporal locality, spatial locality and sequential locality associated with",S4: X COS (Z),4th-year.pdf,1,232
4th Year,fdf2445054c2,explain the term message complexity in reference to,"Explain the term, Message Complexity in reference to 1891",E34,4th-year.pdf,1,2499
4th Year,46427ee5e9da,explain the term quality,Explain the term Quality.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5629
4th Year,2c0218f2ff1e,explain the termination decision and dependence,"Explain the termination, decision and dependence",TCS-089/1540,4th-year.pdf,1,2360
4th Year,9a7ad5aaf6c1,explain the various run levels inittab file and switching users groups detail,Explain the various run levels. Inittab file and switching users/groups detail.,ΤΕΘΕΙΘΕΟΣ,4th-year.pdf,1,6802
4th Year,9630a433f57a,explain the working of blowfish and message digest algorithm,"Explain the working of Blowfish, and, Message Digest Algorithm.",CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2215
4th Year,5f47e369234b,explain the working of shadow files,Explain the working of shadow files.,Q.2,4th-year.pdf,1,6858
4th Year,06599a14ae42,explain the working of the md algorithm,Explain the working of the MD5 Algorithm.,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,1993
4th Year,5802d4b02ca6,explain the working of vector logical clock with,Explain the working of vector logical clock with,TCS-801/1890/4,4th-year.pdf,1,2832
4th Year,7ddd6366e01f,explain their,Explain their,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4017
4th Year,a051e535b17d,explain their working,explain their working.,Q.2,4th-year.pdf,1,6872
4th Year,12104c1c014d,explain this with the help of a suitable,Explain this with the help of a suitable,SECTION-4,4th-year.pdf,1,3244
4th Year,336566008773,explain use and requirement statements in perl and write a perl script to find n,Explain USE and REQUIREMENT statements in perl and write a perl script to find n,[2X10=20],4th-year.pdf,1,7485
4th Year,e50896bf2deb,explain user profiles and the concept of switching the users removing the users,"Explain User profiles, and the concept of switching the users & removing the users?",SYSTEM ADMINISTRATION,4th-year.pdf,1,6546
4th Year,41fb2f66c5b7,explain various data warehousing operations with suitable examples,Explain various data warehousing operations with suitable examples.,DS-1103/3034],4th-year.pdf,1,3590
4th Year,3e9d58135192,explain various duties of,Explain various duties of,010X20-80T,4th-year.pdf,1,6434
4th Year,c4131a218217,explain various duties of system administrator,Explain various duties of System Administrator.,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4265
4th Year,09f461934fbf,explain various information which password file contain how do we provide password security,Explain various information which password file contain. How do we provide password security?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4194
4th Year,e6ebce6c354b,explain various olap operations used on a data cube,Explain various OLAP operations used on a data cube.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4635
4th Year,67d07b5720ea,explain various problems encountered while routing messages in,Explain various problems encountered while routing messages in,DS-1096],4th-year.pdf,1,3719
4th Year,61c27d9a55cb,explain various types of firewall,Explain various types of firewall.,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2007
4th Year,f996333c2c60,explain vector operations and vector instruction types,Explain vector operations and vector instruction types.,[P.T.O.],4th-year.pdf,1,273
4th Year,da00d8d5e793,explain web based information system using suitable block diagram,Explain Web based Information System using Suitable block Diagram?,[P.T.O.],4th-year.pdf,1,7342
4th Year,7918d769f0ea,explain why i frames are inserted into the compressed output stream relatively frequently explain the terms gop and,"Explain why I-frames are inserted into the compressed output stream relatively frequently. Explain the terms ""GOP"" and","(SEM. VIII) EXAMINATION, 2012 MULTIMEDIA COMMUNICATION & SYSTEM DESIGN",4th-year.pdf,1,3744
4th Year,2b5b15265661,explain wireless security in detail,Explain Wireless Security in detail.,Q4.,4th-year.pdf,1,1061
4th Year,138e9d6d5740,explain with,Explain with,(A),4th-year.pdf,1,2108
4th Year,138e9d6d5740,explain with,Explain with,BCST-802/BITT-802,4th-year.pdf,1,7135
4th Year,138e9d6d5740,explain with,Explain with,Q.3.,4th-year.pdf,1,506
4th Year,2d98d58ee987,explain with a suitable example,Explain with a suitable example.,E34,4th-year.pdf,1,2513
4th Year,3c185b6ec0ef,explain with a suitable example what are the advantages of fuzzy logic controller over that of a conventional controller uolagen evnery light,"Explain with a suitable example. What are the advantages of Fuzzy Logic Controller over that of a conventional controller?uolagen evnery, LIGHT",[P.T.O.],4th-year.pdf,1,6178
4th Year,e2ec9d0b9bad,explain with an example discuss the,Explain with an example. Discuss the,"(SEM. VIII) EXAMINATION, 2012 DISTRIBUTED SYSTEMS",4th-year.pdf,1,2408
4th Year,5188eccd3883,explain with example,Explain  with example.,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,49
4th Year,5188eccd3883,explain with example,Explain with example.,NFS ?,4th-year.pdf,1,4279
4th Year,d38f3a72333d,explain with neat examples the various operations one can perform on a data,Explain with neat examples the various operations one can perform on a data,WATAO,4th-year.pdf,1,4725
4th Year,0cff0e9afc44,explain with relevance to,Explain with relevance to,CLOUD SECURITY,4th-year.pdf,1,1669
4th Year,d3e7764e094a,explain with suitable,Explain with suitable,[P.T.O.],4th-year.pdf,1,4409
4th Year,236057092819,explain with suitable example,Explain with suitable example,Q.3,4th-year.pdf,1,4971
4th Year,236057092819,explain with suitable example,Explain with suitable example.,MOBILE COMPUTING,4th-year.pdf,1,3635
4th Year,55462cd01804,explain with suitable example c,Explain with suitable example. c),NETWORKS,4th-year.pdf,1,1482
4th Year,d32317563cb5,explain with suitable examples explain,Explain with suitable examples. Explain,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,3318
4th Year,4dae3c5b1280,explain with the example what could be the impact of absence of global clock,"Explain with the example, what could be the impact of absence of global clock","(SEM. VIII) EXAMINATION, 2012 DISTRIBUTED SYSTEMS",4th-year.pdf,1,2412
4th Year,6388e21cab69,explain with the help of,Explain with the help of,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4680
4th Year,c3c76621c902,explain with the help of an example,Explain with the help of an example.,SYSTEM ADMINISTRATION,4th-year.pdf,1,6496
4th Year,28a88eaa56fc,explain with the help of implementation rule of vector clocks how they are,Explain with the help of implementation rule of Vector Clocks. how they are,DS-1095],4th-year.pdf,1,2448
4th Year,18bee00e4243,explain working,Explain working,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,5874
4th Year,ebc7ed572e33,explain wsdl using suitable block diagram write a html page with java script to find the area of triangle,Explain WSDL using suitable block diagram. Write a HTML page with java script to find the area of triangle?,[P.T.O.],4th-year.pdf,1,7327
4th Year,fa81d3f75e99,export file in nfs,export file in NFS?,HOBT,4th-year.pdf,1,6627
4th Year,eaa40869e595,f describe in details about the features and architecture of ado net,f) Describe in details about the Features and Architecture of ADO.Net?,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,52
4th Year,e104d9256f26,f what are ext and ext file systems,f) What are ext2 and ext3 file systems?,Q.2,4th-year.pdf,1,6854
4th Year,8afed0df31ef,f what are the features and advantages of zfs,f) What are the features and advantages of ZFS?,"EVEN (VIII) SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1342
4th Year,df3e901a2ef1,f what do you mean by mounting an nfs volume,f) What do you mean by mounting an NFS volume?,5X4,4th-year.pdf,1,6426
4th Year,5a08045a0101,f what is doppler effects,f) What is Doppler Effects?,"EVEN (VIII) SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,6931
4th Year,fd599acda91f,f what is qos,f) What is QoS?,NETWORKS,4th-year.pdf,1,1460
4th Year,55cf0ed96bb1,f what is underfitting,f) What is underfitting?,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1547
4th Year,05568d8f4fc5,f why parallel computing is required,f) Why parallel computing is required?,ADVANCED COMPUTER ARCHITECTURE (TCS-702),4th-year.pdf,1,467
4th Year,a24368ceb00c,failures,failures?,DS-1096],4th-year.pdf,1,3687
4th Year,c840d59586f0,firewalls can block and what they cannot block,firewalls can block and what they cannot block?,SYSTEM ADMINISTRATION,4th-year.pdf,1,6529
4th Year,d0057a84efcc,following companies,following companies?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5226
4th Year,3543054e12cb,for displaying steady images on slower monitors,for displaying steady images on slower monitors?,5X4 20,4th-year.pdf,1,3792
4th Year,6b8e33091c52,for each also define data buffering techniques,for each. Also define data buffering techniques?,M32) (320) HOT,4th-year.pdf,1,745
4th Year,443d293b077f,for the space time,For the space time,DS-1095],4th-year.pdf,1,2449
4th Year,20455a192bd7,forward and recurrent network,forward and recurrent network?,SOFT COMPUTING,4th-year.pdf,1,5929
4th Year,b8632f9f3ef6,function can be implemented using a block cipher explain secure socket layer in details,function can be implemented using a block cipher. Explain Secure socket layer in details?,(C),4th-year.pdf,1,2128
4th Year,42f9dfc99118,functionality of export file in nfs,functionality of export file in NFS?,LDAP?,4th-year.pdf,1,6459
4th Year,fa9f22e62229,give,Give,WEB TECHNOLOGY,4th-year.pdf,1,7266
4th Year,55a2f76ec30f,give a brief description about logical time and logical clocks,Give a brief description about logical time and logical clocks?,(5X4=20),4th-year.pdf,1,5117
4th Year,562e61626165,give an algorithm to find the consistent global state in distributed system,Give an algorithm to find the consistent global state in distributed system.,TCS-801/1890/4,4th-year.pdf,1,2828
4th Year,a6844af526f5,give diagram also,Give diagram also.,TCS-702/1420,4th-year.pdf,1,248
4th Year,6fff944949f1,give example,Give example,M32) (320) HOT,4th-year.pdf,1,743
4th Year,67aefeaf426d,give example of their sharing as it occurs in distributed system,Give example of their sharing as it occurs in distributed system.,TCS-801,4th-year.pdf,1,2805
4th Year,93ebec7a87de,give its types and explain them,Give its types and explain them.,B.TECH (VII SEM) SOFT COMPUTING,4th-year.pdf,1,6275
4th Year,a15bdea7ed94,give the comparison between single layers feed forward network multilayer feed,"Give the comparison between Single layers feed forward network, Multilayer feed",SOFT COMPUTING,4th-year.pdf,1,5927
4th Year,dd5abe054d05,give the format of x certificate showing the,Give the format of X.509 certificate showing the,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1901
4th Year,7701685f8c94,give the format of x digital certificate and x certificate revocation,Give the format of X.509 digital certificate and X.509 certificate revocation,MB2) HOSTI,4th-year.pdf,1,2291
4th Year,c81915e31347,give the role of auditing,Give the role of auditing,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5633
4th Year,a4241a8d2bf5,give the significant difference between web portal website,Give the significant difference between Web Portal & Website.,WEB TECHNOLOGY,4th-year.pdf,1,7262
4th Year,404525395065,give three examples with their,Give three examples with their,SOFT COMPUTING,4th-year.pdf,1,5935
4th Year,b2f93a152bc0,hardware software tools would you use and why,hardware/software  tools would you use and why?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1244
4th Year,7c67c23afe6d,hashing and hash functions,Hashing and Hash functions,(B),4th-year.pdf,1,2165
4th Year,ad16b13de3aa,hebest,hebest. 10122930,5X4 20,4th-year.pdf,1,3792
